locus_tag	ftype	gene	EC_number	product
BDKBJLID_02021	gene	nifH		
BDKBJLID_02022	CDS			nitrogenase molybdenum-iron protein subunit alpha
BDKBJLID_02022	gene			
BDKBJLID_02023	CDS			nitrogenase molybdenum-iron protein subunit beta
BDKBJLID_02023	gene			
BDKBJLID_02024	CDS			nitrogenase molybdenum-cofactor biosynthesis protein NifE
BDKBJLID_02024	gene			
BDKBJLID_02025	CDS			nitrogenase molybdenum-iron protein NifN
BDKBJLID_02025	gene			
BDKBJLID_02026	CDS			nitrogen fixation protein NifX
BDKBJLID_02026	gene			
BDKBJLID_02027	CDS			putative nitrogen fixation protein
BDKBJLID_02027	gene			
BDKBJLID_02028	CDS			nitrogen fixation protein NifB
BDKBJLID_02028	gene			
BDKBJLID_02029	CDS			ferredoxin
BDKBJLID_02029	gene			
BDKBJLID_02030	CDS			Iron-sulfur cluster assembly accessory protein
BDKBJLID_02030	gene			
BDKBJLID_02031	CDS			Tetratricopeptide repeat-containing protein
BDKBJLID_02031	gene			
BDKBJLID_02032	CDS			Leucine rich repeat variant
BDKBJLID_02032	gene			
BDKBJLID_02033	CDS		2.8.1.7	cysteine desulfurase
BDKBJLID_02033	gene			
BDKBJLID_02034	CDS			dTDP-4-amino-4,6-dideoxygalactose transaminase
BDKBJLID_02034	gene			
BDKBJLID_02035	CDS			hypothetical protein
BDKBJLID_02035	gene			
BDKBJLID_02036	CDS			nitrogen fixation protein NifZ
BDKBJLID_02036	gene			
BDKBJLID_02037	CDS			NifU-like domain-containing protein
BDKBJLID_02037	gene			
BDKBJLID_02038	CDS			nitrogen fixation protein NifT
BDKBJLID_02038	gene			
BDKBJLID_02039	CDS			hypothetical protein
BDKBJLID_02039	gene			
BDKBJLID_02040	CDS			hypothetical protein
BDKBJLID_02040	gene			
BDKBJLID_02041	CDS			SIR2-like domain-containing protein
BDKBJLID_02041	gene			
BDKBJLID_02042	CDS			ferredoxin III, nif-specific
BDKBJLID_02042	gene			
BDKBJLID_02043	CDS			nitrogenase-stabilizing/protective protein
BDKBJLID_02043	gene			
BDKBJLID_02044	CDS			nitrogen regulatory protein P-II family protein
BDKBJLID_02044	gene			
BDKBJLID_02045	CDS			nitrogen regulatory protein
BDKBJLID_02045	gene			
BDKBJLID_02046	CDS			response regulator receiver and ANTAR domain protein
BDKBJLID_02046	gene			
BDKBJLID_02047	CDS			Rop-like protein
BDKBJLID_02047	gene			
BDKBJLID_02048	CDS		2.3.3.14	homocitrate synthase NifV
BDKBJLID_02048	gene			
BDKBJLID_02049	CDS			Molybdopterin or thiamine biosynthesis adenylyltransferase
BDKBJLID_02049	gene			
BDKBJLID_02050	CDS			molybdate transport system substrate-binding protein
BDKBJLID_02050	gene			
BDKBJLID_02051	CDS			molybdate transport system permease protein
BDKBJLID_02051	gene			
BDKBJLID_02052	CDS			thiamine transport system ATP-binding protein
BDKBJLID_02052	gene			
BDKBJLID_02053	CDS			LTXXQ motif family protein
BDKBJLID_02053	gene			
BDKBJLID_02054	CDS			molybdenum cofactor synthesis domain-containing protein
BDKBJLID_02054	gene			
BDKBJLID_02055	CDS		4.1.99.18	cyclic pyranopterin phosphate synthase
BDKBJLID_02055	gene			
BDKBJLID_02056	CDS		2.10.1.1	molybdopterin molybdotransferase
BDKBJLID_02056	gene			
BDKBJLID_02057	CDS		2.8.1.12	molybdopterin synthase catalytic subunit
BDKBJLID_02057	gene			
BDKBJLID_02058	CDS			molybdopterin synthase sulfur carrier subunit
BDKBJLID_02058	gene			
BDKBJLID_02059	CDS	moaA	4.1.99.18	cyclic pyranopterin phosphate synthase
BDKBJLID_02059	gene	moaA		
BDKBJLID_02060	CDS			nitrogen regulatory protein P-II family protein
BDKBJLID_02060	gene			
BDKBJLID_02061	CDS		1.7.1.15	nitrite reductase (NADH) large subunit
BDKBJLID_02061	gene			
BDKBJLID_02062	CDS	nasA		MFS transporter, NNP family, nitrate/nitrite transporter
BDKBJLID_02062	gene	nasA		
BDKBJLID_02063	CDS			nitrogen regulatory protein P-II family protein
BDKBJLID_02063	gene			
BDKBJLID_02064	CDS			sulfoxide reductase catalytic subunit YedY
BDKBJLID_02064	gene			
BDKBJLID_02065	CDS			hypothetical protein
	sig_peptide			putative signal peptide
BDKBJLID_02065	gene			
BDKBJLID_02066	CDS			Plasmid maintenance system killer protein
BDKBJLID_02066	gene			
BDKBJLID_02067	CDS	ybaQ		putative HTH-type transcriptional regulator YbaQ
BDKBJLID_02067	gene	ybaQ		
BDKBJLID_02068	CDS			hypothetical protein
BDKBJLID_02068	gene			
BDKBJLID_02069	CDS			hypothetical protein
BDKBJLID_02069	gene			
BDKBJLID_02070	CDS			putative transposase
BDKBJLID_02070	gene			
BDKBJLID_02071	CDS			hypothetical protein
BDKBJLID_02071	gene			
BDKBJLID_02072	CDS			addiction module antidote protein, HigA family
BDKBJLID_02072	gene			
BDKBJLID_02073	CDS			two-component system, NtrC family, response regulator AtoC
BDKBJLID_02073	gene			
BDKBJLID_02074	CDS			PAS domain S-box-containing protein
BDKBJLID_02074	gene			
BDKBJLID_02075	CDS		2.7.7.87	translation factor SUA5
BDKBJLID_02075	gene			
BDKBJLID_02076	CDS	ilvD-1_2	4.2.1.9	dihydroxyacid dehydratase
BDKBJLID_02076	gene	ilvD-1_2		
BDKBJLID_02077	CDS			hypothetical protein
BDKBJLID_02077	gene			
BDKBJLID_02078	CDS			hypothetical protein
BDKBJLID_02078	gene			
BDKBJLID_02079	CDS		1.6.5.3	NAD(P)H-quinone oxidoreductase subunit 5
BDKBJLID_02079	gene			
BDKBJLID_02080	CDS			hypothetical protein
BDKBJLID_02080	gene			
BDKBJLID_02081	CDS			hypothetical protein
BDKBJLID_02081	gene			
BDKBJLID_02082	CDS			hypothetical protein
BDKBJLID_02082	gene			
BDKBJLID_02083	CDS	hisC_1	2.6.1.9	histidinol-phosphate aminotransferase
BDKBJLID_02083	gene	hisC_1		
BDKBJLID_02084	CDS			Endonuclease, Uma2 family (restriction endonuclease fold)
BDKBJLID_02084	gene			
BDKBJLID_02085	CDS			hypothetical protein
BDKBJLID_02085	gene			
BDKBJLID_02086	CDS			Glyoxylase, beta-lactamase superfamily II
BDKBJLID_02086	gene			
BDKBJLID_02087	CDS			Methyltransferase domain-containing protein
BDKBJLID_02087	gene			
BDKBJLID_02088	CDS			hypothetical protein
BDKBJLID_02088	gene			
BDKBJLID_02089	CDS			Acetyltransferase (GNAT) family protein
BDKBJLID_02089	gene			
BDKBJLID_02090	CDS			putative kinase inhibitor protein
BDKBJLID_02090	gene			
BDKBJLID_02091	CDS	yddE	5.1.-.-	putative isomerase YddE
BDKBJLID_02091	gene	yddE		
BDKBJLID_02092	CDS			BrnA antitoxin of type II toxin-antitoxin system
BDKBJLID_02092	gene			
BDKBJLID_02093	CDS			hypothetical protein
BDKBJLID_02093	gene			
BDKBJLID_02094	CDS			Glyoxalase-like domain protein
BDKBJLID_02094	gene			
BDKBJLID_02095	CDS			Cupin domain protein
BDKBJLID_02095	gene			
BDKBJLID_02096	CDS			hypothetical protein
BDKBJLID_02096	gene			
BDKBJLID_02097	CDS			hypothetical protein
BDKBJLID_02097	gene			
BDKBJLID_02098	CDS		1.6.5.5	NADPH2:quinone reductase
BDKBJLID_02098	gene			
BDKBJLID_02099	CDS			Phenazine biosynthesis-like protein
BDKBJLID_02099	gene			
BDKBJLID_02100	CDS			LuxR family transcriptional regulator
BDKBJLID_02100	gene			
BDKBJLID_02101	CDS			putative membrane protein
BDKBJLID_02101	gene			
BDKBJLID_02102	CDS			Glycosyltransferase involved in cell wall bisynthesis
BDKBJLID_02102	gene			
BDKBJLID_02103	CDS			hypothetical protein
BDKBJLID_02103	gene			
BDKBJLID_02104	CDS			hypothetical protein
BDKBJLID_02104	gene			
BDKBJLID_02105	CDS			Glycoside-hydrolase family GH114
BDKBJLID_02105	gene			
	sig_peptide			putative signal peptide
BDKBJLID_02106	CDS			TolB amino-terminal domain-containing protein
BDKBJLID_02106	gene			
BDKBJLID_02107	CDS			Tetratricopeptide repeat protein
BDKBJLID_02107	gene			
	sig_peptide			putative signal peptide
BDKBJLID_02108	CDS			Tetratricopeptide repeat-containing protein
BDKBJLID_02108	gene			
BDKBJLID_02109	CDS			putative membrane protein-like protein
BDKBJLID_02109	gene			
BDKBJLID_02110	CDS			putative membrane protein-like protein
BDKBJLID_02110	gene			
BDKBJLID_02111	CDS			WYL domain-containing protein
BDKBJLID_02111	gene			
BDKBJLID_02112	CDS			hypothetical protein
BDKBJLID_02112	gene			
BDKBJLID_02113	CDS	ilvD_2		dihydroxyacid dehydratase
BDKBJLID_02113	gene	ilvD_2		
BDKBJLID_02114	CDS			hypothetical protein
BDKBJLID_02114	gene			
BDKBJLID_02115	CDS		2.7.11.1	serine/threonine-protein kinase HipA
BDKBJLID_02115	gene			
BDKBJLID_02116	CDS			transcriptional regulator, y4mF family
BDKBJLID_02116	gene			
BDKBJLID_02117	CDS			hypothetical protein
BDKBJLID_02117	gene			
BDKBJLID_02118	CDS			hypothetical protein
BDKBJLID_02118	gene			
BDKBJLID_02119	CDS			prevent-host-death family protein
BDKBJLID_02119	gene			
BDKBJLID_02120	CDS			putative nucleic acid-binding protein, contains PIN domain
BDKBJLID_02120	gene			
BDKBJLID_02121	CDS			hypothetical protein
BDKBJLID_02121	gene			
BDKBJLID_02122	CDS			hypothetical protein
BDKBJLID_02122	gene			
BDKBJLID_02123	CDS			hypothetical protein
BDKBJLID_02123	gene			
BDKBJLID_02124	CDS			IPT/TIG domain-containing protein
BDKBJLID_02124	gene			
BDKBJLID_02125	CDS			hypothetical protein
BDKBJLID_02125	gene			
BDKBJLID_02126	CDS			mRNA interferase HigB
BDKBJLID_02126	gene			
BDKBJLID_02127	CDS			HTH-type transcriptional regulator / antitoxin HigA
BDKBJLID_02127	gene			
BDKBJLID_02128	CDS			hypothetical protein
BDKBJLID_02128	gene			
BDKBJLID_02129	CDS			hypothetical protein
BDKBJLID_02129	gene			
BDKBJLID_02130	CDS			hypothetical protein
BDKBJLID_02130	gene			
BDKBJLID_02131	CDS			Acetyltransferase (GNAT) domain-containing protein
BDKBJLID_02131	gene			
BDKBJLID_02132	CDS			Nucleotidyl transferase AbiEii toxin, Type IV TA system
BDKBJLID_02132	gene			
BDKBJLID_02133	CDS			hypothetical protein
BDKBJLID_02133	gene			
BDKBJLID_02134	CDS			Transposase IS200 like protein
BDKBJLID_02134	gene			
BDKBJLID_02135	CDS			hypothetical protein
BDKBJLID_02135	gene			
BDKBJLID_02136	CDS			TM2 domain-containing membrane protein YozV
BDKBJLID_02136	gene			
BDKBJLID_02137	CDS			hypothetical protein
BDKBJLID_02137	gene			
BDKBJLID_02138	CDS			hypothetical protein
BDKBJLID_02138	gene			
BDKBJLID_02139	CDS			hypothetical protein
BDKBJLID_02139	gene			
BDKBJLID_02140	CDS			hypothetical protein
BDKBJLID_02140	gene			
	sig_peptide			putative signal peptide
BDKBJLID_02141	CDS			inner membrane protein
BDKBJLID_02141	gene			
BDKBJLID_02142	CDS			putative phosphoesterase
BDKBJLID_02142	gene			
BDKBJLID_02143	CDS			hypothetical protein
BDKBJLID_02143	gene			
BDKBJLID_02144	CDS			DnaJ domain-containing protein
BDKBJLID_02144	gene			
BDKBJLID_02145	CDS			mRNA interferase MazF
BDKBJLID_02145	gene			
BDKBJLID_02146	CDS			RNA polymerase, sigma subunit, SigZ
BDKBJLID_02146	gene			
BDKBJLID_02147	CDS			Methyltransferase domain-containing protein
BDKBJLID_02147	gene			
BDKBJLID_02148	CDS			hypothetical protein
BDKBJLID_02148	gene			
BDKBJLID_02149	CDS			Site-specific recombinase XerD
BDKBJLID_02149	gene			
BDKBJLID_02150	tRNA			tRNA-Phe(gaa)
BDKBJLID_02150	gene			
BDKBJLID_02151	CDS			outer membrane protein/protective antigen OMA87
BDKBJLID_02151	gene			
BDKBJLID_02152	CDS			putative outer membrane protein (OmpH)
BDKBJLID_02152	gene			
BDKBJLID_02153	CDS	lpxD		UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase
BDKBJLID_02153	gene	lpxD		
BDKBJLID_02154	CDS	fabZ	4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase
BDKBJLID_02154	gene	fabZ		
BDKBJLID_02155	CDS	lpxA		acyl-(acyl carrier protein)-UDP-N-acetylglucosamine O-acyltransferase
BDKBJLID_02155	gene	lpxA		
BDKBJLID_02156	CDS			hypothetical protein
BDKBJLID_02156	gene			
BDKBJLID_02157	CDS			putative dehydrogenase
BDKBJLID_02157	gene			
BDKBJLID_02158	CDS		2.4.1.182	lipid-A-disaccharide synthase
BDKBJLID_02158	gene			
BDKBJLID_02159	CDS			Glycosyl transferase family 2
BDKBJLID_02159	gene			
BDKBJLID_02160	CDS			ABC-type multidrug transport system, ATPase and permease component
BDKBJLID_02160	gene			
BDKBJLID_02161	CDS		2.4.99.12	3-deoxy-D-manno-octulosonic-acid transferase
BDKBJLID_02161	gene			
BDKBJLID_02162	CDS		2.7.1.130	lipid-A-disaccharide kinase
BDKBJLID_02162	gene			
BDKBJLID_02163	CDS		2.3.1.241	KDO2-lipid IV(A) lauroyltransferase
BDKBJLID_02163	gene			
BDKBJLID_02164	CDS			Glycosyltransferase family 9 (heptosyltransferase)
BDKBJLID_02164	gene			
BDKBJLID_02165	CDS			heptosyltransferase-1
BDKBJLID_02165	gene			
BDKBJLID_02166	CDS			heptosyltransferase-1
BDKBJLID_02166	gene			
BDKBJLID_02167	CDS		2.4.1.-	(heptosyl)LPS beta-1,4-glucosyltransferase
BDKBJLID_02167	gene			
BDKBJLID_02168	CDS			Glycosyl transferase family 2
BDKBJLID_02168	gene			
BDKBJLID_02169	CDS			Glycosyltransferase, GT2 family
BDKBJLID_02169	gene			
BDKBJLID_02170	CDS			Proline 4-hydroxylase (includes Rps23 Pro-64 3,4-dihydroxylase Tpa1), contains SM-20 domain
BDKBJLID_02170	gene			
BDKBJLID_02171	CDS			Glycosyltransferase involved in cell wall bisynthesis
BDKBJLID_02171	gene			
BDKBJLID_02172	CDS			heptosyltransferase-2
BDKBJLID_02172	gene			
BDKBJLID_02173	CDS		3.1.3.82	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase
BDKBJLID_02173	gene			
BDKBJLID_02174	CDS			hypothetical protein
BDKBJLID_02174	gene			
BDKBJLID_02175	CDS			ADP-heptose:LPS heptosyltransferase
BDKBJLID_02175	gene			
BDKBJLID_02176	CDS			heptosyltransferase-3
BDKBJLID_02176	gene			
BDKBJLID_02177	CDS			Polysaccharide deacetylase
BDKBJLID_02177	gene			
BDKBJLID_02178	CDS			Glycosyltransferase involved in cell wall bisynthesis
BDKBJLID_02178	gene			
BDKBJLID_02179	CDS			hypothetical protein
BDKBJLID_02179	gene			
BDKBJLID_02180	CDS			Diacylglycerol kinase family enzyme
BDKBJLID_02180	gene			
BDKBJLID_02181	CDS			hypothetical protein
BDKBJLID_02181	gene			
	sig_peptide			putative signal peptide
BDKBJLID_02182	CDS		2.6.1.62	adenosylmethionine-8-amino-7-oxononanoate aminotransferase
BDKBJLID_02182	gene			
BDKBJLID_02183	CDS			putative esterase of the alpha-beta hydrolase superfamily protein
BDKBJLID_02183	gene			
BDKBJLID_02184	CDS			putative inorganic carbon (hco3(-)) transporter
BDKBJLID_02184	gene			
BDKBJLID_02185	CDS			integral membrane protein, PIN domain superfamily
BDKBJLID_02185	gene			
BDKBJLID_02186	CDS	ispDF	4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
BDKBJLID_02186	gene	ispDF		
BDKBJLID_02187	CDS			serine O-acetyltransferase
BDKBJLID_02187	gene			
BDKBJLID_02188	CDS			membrane-associated phospholipid phosphatase
BDKBJLID_02188	gene			
BDKBJLID_02189	CDS			Dolichyl-phosphate-mannose-protein mannosyltransferase
BDKBJLID_02189	gene			
BDKBJLID_02190	CDS			putative glycosyl transferase, family 9
BDKBJLID_02190	gene			
BDKBJLID_02191	CDS			putative glycosyl transferase, family 9
BDKBJLID_02191	gene			
BDKBJLID_02192	CDS	sc6D		glycosyl transferase family 2
BDKBJLID_02192	gene	sc6D		
BDKBJLID_02193	CDS			4-amino-4-deoxy-L-arabinose transferase
BDKBJLID_02193	gene			
BDKBJLID_02194	CDS	purH	3.5.4.10	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase
BDKBJLID_02194	gene	purH		
BDKBJLID_02195	CDS		6.3.4.13	phosphoribosylamine--glycine ligase
BDKBJLID_02195	gene			
BDKBJLID_02196	CDS		2.7.7.87	translation factor SUA5
BDKBJLID_02196	gene			
BDKBJLID_02197	CDS			Putative peptidoglycan binding domain-containing protein
	sig_peptide			putative signal peptide
BDKBJLID_02197	gene			
BDKBJLID_02198	CDS		2.1.1.171	16S rRNA (guanine966-N2)-methyltransferase
BDKBJLID_02198	gene			
BDKBJLID_02199	CDS	coaD		phosphopantetheine adenylyltransferase
BDKBJLID_02199	gene	coaD		
BDKBJLID_02200	CDS			aspartate/tyrosine/aromatic aminotransferase
BDKBJLID_02200	gene			
BDKBJLID_02201	CDS	lolD	3.6.3.-	lipoprotein-releasing system ATP-binding protein
BDKBJLID_02201	gene	lolD		
BDKBJLID_02202	CDS			Lipoprotein releasing system, transmembrane protein, LolC/E family
BDKBJLID_02202	gene			
BDKBJLID_02203	CDS	lysS		lysyl-tRNA synthetase
BDKBJLID_02203	gene	lysS		
BDKBJLID_02204	CDS			translation initiation factor, aIF-2BI/5-methylthioribose-1-phosphate isomerase
BDKBJLID_02204	gene			
BDKBJLID_02205	CDS		2.4.1.25	4-alpha-glucanotransferase
BDKBJLID_02205	gene			
BDKBJLID_02206	CDS	hemH		protoheme ferro-lyase
BDKBJLID_02206	gene	hemH		
BDKBJLID_02207	CDS			putative permease, YjgP/YjgQ family
BDKBJLID_02207	gene			
BDKBJLID_02208	CDS			putative permease, YjgP/YjgQ family
BDKBJLID_02208	gene			
BDKBJLID_02209	CDS	miaB		tRNA-i(6)A37 modification enzyme (MiaB)
BDKBJLID_02209	gene	miaB		
BDKBJLID_02210	CDS			hypothetical protein
BDKBJLID_02210	gene			
BDKBJLID_02211	CDS			SAM-dependent methyltransferase
BDKBJLID_02211	gene			
BDKBJLID_02212	CDS			hypothetical protein
BDKBJLID_02212	gene			
BDKBJLID_02213	CDS			Cytochrome C oxidase, cbb3-type, subunit III
BDKBJLID_02213	gene			
BDKBJLID_02214	CDS			aspartate/tyrosine/aromatic aminotransferase
BDKBJLID_02214	gene			
BDKBJLID_02215	CDS			aspartate/tyrosine/aromatic aminotransferase
BDKBJLID_02215	gene			
BDKBJLID_02216	CDS			hypothetical protein
	sig_peptide			putative signal peptide
BDKBJLID_02216	gene			
BDKBJLID_02217	CDS			homoserine dehydrogenase
BDKBJLID_02217	gene			
BDKBJLID_02218	CDS	thrC2		threonine synthase
BDKBJLID_02218	gene	thrC2		
BDKBJLID_02219	CDS		5.4.2.12	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
BDKBJLID_02219	gene			
BDKBJLID_02220	CDS			aspartokinase
BDKBJLID_02220	gene			
BDKBJLID_02221	CDS	leuA1		isopropylmalate/homocitrate/citramalate synthase
BDKBJLID_02221	gene	leuA1		
BDKBJLID_02222	CDS			acyl-(acyl carrier protein)--UDP-N-acetylglucosamine O-acyltransferase
BDKBJLID_02222	gene			
BDKBJLID_02223	CDS	ihfA		putative integration host factor, alpha subunit HimA like protein
BDKBJLID_02223	gene	ihfA		
BDKBJLID_02224	tRNA			tRNA-Pro(ggg)
BDKBJLID_02224	gene			
BDKBJLID_02225	CDS			hypothetical protein
BDKBJLID_02225	gene			
BDKBJLID_02226	CDS			cysteinyl-tRNA synthetase, class Ia
BDKBJLID_02226	gene			
BDKBJLID_02227	CDS			putative tRNA/rRNA methyltransferase (SpoU)
BDKBJLID_02227	gene			
BDKBJLID_02228	CDS			Thiol-disulfide isomerase or thioredoxin
BDKBJLID_02228	gene			
BDKBJLID_02229	CDS			NAD synthase
BDKBJLID_02229	gene			
BDKBJLID_02230	CDS			3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II
BDKBJLID_02230	gene			
BDKBJLID_02231	CDS			6,7-dimethyl-8-ribityllumazine synthase
BDKBJLID_02231	gene			
BDKBJLID_02232	CDS			NusB antitermination factor
BDKBJLID_02232	gene			
BDKBJLID_02233	CDS			hypothetical protein
BDKBJLID_02233	gene			
BDKBJLID_02234	CDS	purB		adenylosuccinate lyase
BDKBJLID_02234	gene	purB		
BDKBJLID_02235	CDS	purC		phosphoribosylaminoimidazole-succinocarboxamide synthase
BDKBJLID_02235	gene	purC		
BDKBJLID_02236	CDS			Phosphoribosylformylglycinamidine synthase, PurS component
BDKBJLID_02236	gene			
BDKBJLID_02237	CDS			putative methyl-accepting chemotaxis sensory transducer
BDKBJLID_02237	gene			
BDKBJLID_02238	CDS		3.4.19.5	beta-aspartyl-peptidase (threonine type)
BDKBJLID_02238	gene			
BDKBJLID_02239	CDS		3.4.19.5	beta-aspartyl-peptidase (threonine type)
BDKBJLID_02239	gene			
BDKBJLID_02240	CDS		2.7.2.1	acetate kinase
BDKBJLID_02240	gene			
BDKBJLID_02241	CDS			Ubiquinone/menaquinone biosynthesis C-methylase UbiE
BDKBJLID_02241	gene			
BDKBJLID_02242	CDS			iron complex outermembrane recepter protein
BDKBJLID_02242	gene			
BDKBJLID_02243	CDS			protein TonB
BDKBJLID_02243	gene			
BDKBJLID_02244	CDS			outer membrane transport energization protein ExbD
BDKBJLID_02244	gene			
BDKBJLID_02245	CDS			biopolymer transport protein ExbB
BDKBJLID_02245	gene			
BDKBJLID_02246	CDS			putative ABC transporter permease protein
BDKBJLID_02246	gene			
BDKBJLID_02247	CDS			putative ABC transporter permease protein
BDKBJLID_02247	gene			
BDKBJLID_02248	CDS			ABC transporter ATP-binding protein
BDKBJLID_02248	gene			
BDKBJLID_02249	CDS	acrA		Membrane-fusion protein
BDKBJLID_02249	gene	acrA		
BDKBJLID_02250	CDS			putative outer membrane efflux protein
BDKBJLID_02250	gene			
BDKBJLID_02251	CDS			cytochrome c551/c552
BDKBJLID_02251	gene			
	sig_peptide			putative signal peptide
BDKBJLID_02252	CDS			fructose-6-phosphate phosphoketolase
BDKBJLID_02252	gene			
BDKBJLID_02253	CDS			DhnA-type fructose-1,6-bisphosphate aldolase
BDKBJLID_02253	gene			
BDKBJLID_02254	CDS		1.8.1.4	dihydrolipoamide dehydrogenase
BDKBJLID_02254	gene			
BDKBJLID_02255	CDS		1.8.1.4	dihydrolipoamide dehydrogenase
BDKBJLID_02255	gene			
BDKBJLID_02256	CDS			Nucleoside-diphosphate-sugar epimerase
BDKBJLID_02256	gene			
BDKBJLID_02257	CDS	glgP3		glycogen phosphorylase
BDKBJLID_02257	gene	glgP3		
BDKBJLID_02258	CDS			phosphoglucomutase, alpha-D-glucose phosphate-specific
BDKBJLID_02258	gene			
BDKBJLID_02259	CDS			phosphoglucomutase, alpha-D-glucose phosphate-specific
BDKBJLID_02259	gene			
BDKBJLID_02260	CDS			Transposase (or an inactivated derivative)
BDKBJLID_02260	gene			
BDKBJLID_02261	CDS			cbb3-type cytochrome oxidase, subunit 1
BDKBJLID_02261	gene			
BDKBJLID_02262	CDS			hypothetical protein
BDKBJLID_02262	gene			
BDKBJLID_02263	CDS			MFS transporter, DHA2 family, multidrug resistance protein
BDKBJLID_02263	gene			
BDKBJLID_02264	CDS			hypothetical protein
BDKBJLID_02264	gene			
BDKBJLID_02265	CDS			ATPase component of ABC transporter with duplicated ATPase domains
BDKBJLID_02265	gene			
BDKBJLID_02266	CDS			hypothetical protein
BDKBJLID_02266	gene			
BDKBJLID_02267	CDS			hypothetical protein
BDKBJLID_02267	gene			
BDKBJLID_02268	CDS			ompA,outer membrane protein
	sig_peptide			putative signal peptide
BDKBJLID_02268	gene			
BDKBJLID_02269	CDS			SAM-dependent methyltransferase
BDKBJLID_02269	gene			
BDKBJLID_02270	CDS			putative calcineurin-like phosphoesterase
BDKBJLID_02270	gene			
BDKBJLID_02271	CDS			putative protein YhaN
BDKBJLID_02271	gene			
BDKBJLID_02272	CDS			DNA repair exonuclease SbcCD nuclease subunit
BDKBJLID_02272	gene			
BDKBJLID_02273	CDS			hypothetical protein
BDKBJLID_02273	gene			
BDKBJLID_02274	CDS			Outer membrane protein OmpA
BDKBJLID_02274	gene			
BDKBJLID_02275	CDS			hypothetical protein
BDKBJLID_02275	gene			
BDKBJLID_02276	CDS			Sel1 repeat-containing protein
BDKBJLID_02276	gene			
	sig_peptide			putative signal peptide
BDKBJLID_02277	CDS			putative trypsin
BDKBJLID_02277	gene			
BDKBJLID_02278	CDS			LPP20 lipoprotein
BDKBJLID_02278	gene			
	sig_peptide			putative signal peptide
BDKBJLID_02279	CDS			hypothetical protein
BDKBJLID_02279	gene			
BDKBJLID_02280	CDS			hypothetical protein
BDKBJLID_02280	gene			
BDKBJLID_02281	CDS			hypothetical protein
BDKBJLID_02281	gene			
BDKBJLID_02282	CDS			ORF6N domain-containing protein
BDKBJLID_02282	gene			
BDKBJLID_02283	CDS			ORF6N domain-containing protein
BDKBJLID_02283	gene			
BDKBJLID_02284	CDS			ORF6N domain-containing protein
BDKBJLID_02284	gene			
BDKBJLID_02285	CDS			hypothetical protein
BDKBJLID_02285	gene			
BDKBJLID_02286	CDS			hypothetical protein
BDKBJLID_02286	gene			
BDKBJLID_02287	CDS			hypothetical protein
BDKBJLID_02287	gene			
BDKBJLID_02288	CDS			Transposase
BDKBJLID_02288	gene			
BDKBJLID_02289	CDS			Transposase
BDKBJLID_02289	gene			
BDKBJLID_02290	CDS			CRISPR-associated protein
BDKBJLID_02290	gene			
BDKBJLID_02291	CDS			Transposase DDE domain group 1
BDKBJLID_02291	gene			
BDKBJLID_02292	CDS			Transposase DDE domain group 1
BDKBJLID_02292	gene			
BDKBJLID_02293	CDS			Transposase
BDKBJLID_02293	gene			
BDKBJLID_02294	CDS			Nucleotide-binding universal stress protein, UspA family
BDKBJLID_02294	gene			
BDKBJLID_02295	CDS			sulfate permease, SulP family
BDKBJLID_02295	gene			
BDKBJLID_02296	CDS			Transposase DDE domain group 1
BDKBJLID_02296	gene			
BDKBJLID_02297	CDS			Transposase
BDKBJLID_02297	gene			
BDKBJLID_02298	tRNA			tRNA-Arg(cct)
BDKBJLID_02298	gene			
BDKBJLID_02299	CDS			hypothetical protein
BDKBJLID_02299	gene			
BDKBJLID_02300	CDS			N-acetylmuramoyl-L-alanine amidase
BDKBJLID_02300	gene			
BDKBJLID_02301	CDS			hypothetical protein
BDKBJLID_02301	gene			
BDKBJLID_02302	CDS			uroporphyrin-III methyltransferase
BDKBJLID_02302	gene			
BDKBJLID_02303	CDS			ABC-type branched-chain amino acid transport system, substrate-binding protein
BDKBJLID_02303	gene			
BDKBJLID_02304	CDS			Zn-dependent protease
BDKBJLID_02304	gene			
BDKBJLID_02305	CDS			tryptophanyl-tRNA synthetase
BDKBJLID_02305	gene			
BDKBJLID_02306	CDS	accA		acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
BDKBJLID_02306	gene	accA		
BDKBJLID_02307	CDS	dnaE		DNA polymerase III, alpha subunit
BDKBJLID_02307	gene	dnaE		
BDKBJLID_02308	CDS			uvrD/rep helicase
BDKBJLID_02308	gene			
BDKBJLID_02309	CDS			putative membrane protein
BDKBJLID_02309	gene			
BDKBJLID_02310	CDS			methyl-accepting chemotaxis sensory transducer
BDKBJLID_02310	gene			
BDKBJLID_02311	rRNA			16S ribosomal RNA
BDKBJLID_02311	gene			
BDKBJLID_02312	tRNA			tRNA-Ile(gat)
BDKBJLID_02312	gene			
BDKBJLID_02313	tRNA			tRNA-Ala(tgc)
